source_path,source_type,target_path,target_type,relation_type,confidence,current_context,recommendation,reason,risk,suggested_action,responsible_agent,requires_manual_review,status_onda1,reason_onda1,applied_at,backup_path
00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Comandos,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Comandos,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Comandos,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Comandos,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Comandos,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,00 - Mapas/Painel Operacional - Viny Brain.md,MOC ou mapa,NAVEGAÇÃO,0.82,Entrada principal,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,Home.md,classificação incerta,GENÉRICA,0.55,Entrada principal,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Codex.md,MOC ou mapa,NAVEGAÇÃO,0.82,Mapas principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,NAVEGAÇÃO,0.82,Mapas principais,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,14 - Histórico Codex/Checkpoint Atual.md,checkpoint,NAVEGAÇÃO,0.82,Continuidade,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,14 - Histórico Codex/Sessões/2026-07-02.md,histórico,NAVEGAÇÃO,0.82,Continuidade,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,14 - Histórico Codex/Status Operacional.md,histórico,NAVEGAÇÃO,0.82,Continuidade,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/README.md,processo,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Mapa de Agentes.md,MOC ou mapa,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente UI UX Experience.md,agente,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/01 - Agentes/Agente Governança do Viny Brain.md,agente,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Mapa de Workflows.md,MOC ou mapa,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/02 - Workflows/Auditar Governança do Viny Brain.md,workflow,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/03 - Comandos/Comandos Reutilizáveis.md,comando,REDUNDANTE,0.95,Viny Flow,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/05 - Inteligência do Cérebro/README.md,processo,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,17 - Viny Flow/06 - Auditorias de Governança/README.md,relatório,NAVEGAÇÃO,0.82,Viny Flow,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,18 - Integrações/README.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,18 - Integrações/Plano de Integração - Notion e ClickUp.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,18 - Integrações/Mapeamento de Dados.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,18 - Integrações/Regras de Segurança - Integrações.md,integração,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,18 - Integrações/Decisões - Integrações.md,decisão,GENÉRICA,0.55,Integrações,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Índice Geral.md,índice,NAVEGAÇÃO,0.82,Base de Conhecimento,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,13 - Base de Conhecimento/00 - Índice/Mapa por Temas.md,MOC ou mapa,NAVEGAÇÃO,0.82,Base de Conhecimento,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,00 - Mapas/MOC - Tutoriais StayCloud.md,MOC ou mapa,REDUNDANTE,0.95,Tutoriais StayCloud,sugerir revisão/limpeza,link duplicado dentro da mesma nota,baixo,consolidar link duplicado,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Modo Tutorial StayCloud.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Padrão de Prints StayCloud.md,arquivo de apoio,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist SEO Rank Math StayCloud.md,classificação incerta,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist UI UX - Tutorial StayCloud.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Checklist Final - Revisão antes do WordPress.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Fluxo Oficial - Criação e Publicação de Tutorial StayCloud.md,tutorial,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Produção em Lote/Painel Novo/Fila de Produção - Painel Novo.md,classificação incerta,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,03 - Tutoriais/Produção em Lote/Painel Novo/Tutoriais Corretos V2/00 - ÍNDICE DOS TUTORIAIS.md,índice,NAVEGAÇÃO,0.82,Tutoriais StayCloud,manter,item listado em MOC/índice,baixo,manter,Agente Governança do Viny Brain,não,preserved,preservado por ser link forte/navegação/rastreabilidade ou sem autorização de remoção automática,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
00 - Mapas/MOC - Viny Brain.md,MOC ou mapa,15 - Cursos e Estudos/SINAPSE T03/README.md,estudo,GENÉRICA,0.55,Estudos e Ferramentas,sugerir revisão/limpeza,MOC/índice aponta para área distante; precisa validar escopo,médio,revisar manualmente,Agente Governança do Viny Brain,sim,needs_review,abaixo do limite de confiança automática ou depende de avaliação semântica humana,,/home/vinicius-alves/viny-brain-backups/Conexoes Obsidian/Onda 1 - 2026-08-06
